Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,Lucro,Valor Previsto,Valor Real,Diferença
Compra (0),27476.99,0.0,0.03732343115291572,,,,
(no final do período 1),,0.0,,x,[27586.59702068],27430.0,[156.59702068]
(no final do período 2),,0.0,,x,[27586.59702068],27451.48,[135.11702068]
Venda por percentual de diferença (3),,1025.8348784722,,25.83487847219999,[27586.59702068],27485.01,[101.58702068]
Compra (4),27556.52,0.0,0.03722657572408272,,,,
Venda por percentual de diferença (0),,1026.0880191871238,,26.08801918712379,[27599.95415505],27563.32,[36.63415505]
Compra (1),27550.0,0.0,0.03724457419916965,,,,
Venda por percentual de diferença (2),,1026.2738696123777,,26.273869612377666,[27599.95415505],27554.99,[44.96415505]
Compra (3),27580.4,0.0,0.03721026053329095,,,,
Venda por percentual de diferença (4),,1026.4152686024042,,26.41526860240424,[27599.95415505],27584.2,[15.75415505]
Compra (0),27576.34,0.0,0.037220866460248324,,,,
(no final do período 1),,0.0,,x,[27619.6224705],27567.41,[52.2124705]
Venda (2),,1028.5052202541472,,28.50522025414716,[27619.6224705],27632.49,[-12.8675295]
Compra (3),27601.55,0.0,0.03726258924785555,,,,
(no final do período 4),,0.0,,x,[27619.6224705],27574.02,[45.6024705]
(no final do período 0),,0.0,,x,[27613.18075253],27557.0,[56.18075253]
(no final do período 1),,0.0,,x,[27613.18075253],27575.01,[38.17075253]
Venda (2),,1029.6778739377773,,29.67787393777735,[27613.18075253],27633.02,[-19.83924747]
Compra (3),27593.61,0.0,0.03731580876651432,,,,
Venda por percentual de diferença (4),,1029.784970308937,,29.78497030893709,[27613.18075253],27596.48,[16.70075253]
Compra (0),27613.34,0.0,0.03729302468694251,,,,
(no final do período 1),,0.0,,x,[27648.79882727],27572.37,[76.42882727]
(no final do período 2),,0.0,,x,[27648.79882727],27598.93,[49.86882727]
(no final do período 3),,0.0,,x,[27648.79882727],27600.2,[48.59882727]
Venda por percentual de diferença (4),,1030.0012698521214,,30.001269852121368,[27648.79882727],27619.14,[29.65882727]
Compra (0),27637.63,0.0,0.03726807507923514,,,,
(no final do período 1),,0.0,,x,[27708.70473313],27612.22,[96.48473313]
(no final do período 2),,0.0,,x,[27708.70473313],27585.83,[122.87473313]
(no final do período 3),,0.0,,x,[27708.70473313],27561.66,[147.04473313]
Venda por prejuizo (4),,1026.3866392501864,,26.386639250186363,[27708.70473313],27540.64,[168.06473313]
Compra (0),27590.0,0.0,0.03720140048025322,,,,
Venda por percentual de diferença (1),,1027.8761833254157,,27.876183325415695,[27634.29158233],27630.04,[4.25158233]
Compra (2),27629.21,0.0,0.03720251803527556,,,,
(no final do período 3),,0.0,,x,[27634.29158233],27595.14,[39.15158233]
(no final do período 4),,0.0,,x,[27634.29158233],27605.66,[28.63158233]
(no final do período 0),,0.0,,x,[27638.65560861],27547.96,[90.69560861]
(no final do período 1),,0.0,,x,[27638.65560861],27567.53,[71.12560861]
(no final do período 2),,0.0,,x,[27638.65560861],27550.01,[88.64560861]
(no final do período 3),,0.0,,x,[27638.65560861],27560.03,[78.62560861]
(no final do período 4),,0.0,,x,[27638.65560861],27597.63,[41.02560861]
(no final do período 0),,0.0,,x,[27647.27821922],27603.78,[43.49821922]
(no final do período 1),,0.0,,x,[27647.27821922],27625.58,[21.69821922]
Venda por prejuizo (2),,1024.3345036084575,,24.334503608457453,[27647.27821922],27534.01,[113.26821922]
Compra (3),27489.81,0.0,0.0372623347927271,,,,
Venda por percentual de diferença (4),,1026.8888366584988,,26.888836658498803,[27647.27821922],27558.36,[88.91821922]
Compra (0),27559.99,0.0,0.03726013096008013,,,,
(no final do período 1),,0.0,,x,[27610.22539577],27485.08,[125.14539577]
(no final do período 2),,0.0,,x,[27610.22539577],27497.01,[113.21539577]
Venda por prejuizo (3),,1023.7556322460657,,23.755632246065716,[27610.22539577],27475.9,[134.32539577]
Compra (4),27472.7,0.0,0.037264470992878954,,,,
Venda por percentual de diferença (0),,1024.3645337020894,,24.364533702089375,[27567.22069123],27489.04,[78.18069123]
Compra (1),27531.89,0.0,0.03720647342779916,,,,
Venda por percentual de diferença (2),,1025.201679354215,,25.201679354215003,[27567.22069123],27554.39,[12.83069123]
Compra (3),27549.47,0.0,0.037213118051062866,,,,
Venda por prejuizo (4),,1020.8179740477996,,20.817974047799567,[27567.22069123],27431.67,[135.55069123]
Compra (0),27375.58,0.0,0.03728936424535296,,,,
Venda por percentual de diferença (1),,1021.7285803226711,,21.728580322671064,[27467.84038493],27400.0,[67.84038493]
Compra (2),27350.59,0.0,0.037356729062249516,,,,
Venda por percentual de diferença (3),,1022.2919197969296,,22.29191979692962,[27467.84038493],27365.67,[102.17038493]
Compra (4),27401.02,0.0,0.03730853522229938,,,,
(no final do período 0),,0.0,,x,[27427.74096686],27325.62,[102.12096686]
(no final do período 1),,0.0,,x,[27427.74096686],27345.0,[82.74096686]
(no final do período 2),,0.0,,x,[27427.74096686],27360.87,[66.87096686]
Venda por percentual de diferença (3),,1022.4277228651389,,22.42772286513889,[27427.74096686],27404.66,[23.08096686]
Compra (4),27415.65,0.0,0.037293579501676555,,,,
(no final do período 0),,0.0,,x,[27449.19475886],27385.44,[63.75475886]
(no final do período 1),,0.0,,x,[27449.19475886],27409.4,[39.79475886]
Venda (2),,1024.1585178898117,,24.15851788981172,[27449.19475886],27462.06,[-12.86524114]
Compra (3),27438.61,0.0,0.037325451904809015,,,,
(no final do período 4),,0.0,,x,[27449.19475886],27435.4,[13.79475886]
(no final do período 0),,0.0,,x,[27471.40547539],27400.66,[70.74547539]
(no final do período 1),,0.0,,x,[27471.40547539],27388.89,[82.51547539]
(no final do período 2),,0.0,,x,[27471.40547539],27361.78,[109.62547539]
Venda por prejuizo (3),,1019.0027532182004,,19.002753218200382,[27471.40547539],27300.48,[170.92547539]
Compra (4),27381.81,0.0,0.03721458710064091,,,,
(no final do período 0),,0.0,,x,[27450.4838438],27365.01,[85.4738438]
(no final do período 1),,0.0,,x,[27450.4838438],27314.43,[136.0538438]
Venda por prejuizo (2),,1015.027863169981,,15.027863169980947,[27450.4838438],27275.0,[175.4838438]
Compra (3),27342.92,0.0,0.03712214581215104,,,,
Venda por percentual de diferença (4),,1016.0854731041692,,16.085473104169182,[27450.4838438],27371.41,[79.0738438]
Compra (0),27348.95,0.0,0.03715263193300544,,,,
Venda por percentual de diferença (1),,1017.7684873307344,,17.768487330734388,[27421.86582129],27394.25,[27.61582129]
Compra (2),27372.34,0.0,0.03718237049995486,,,,
Venda por percentual de diferença (3),,1019.3706756755776,,19.37067567557756,[27421.86582129],27415.43,[6.43582129]
Compra (4),27379.09,0.0,0.03723172229886302,,,,
